107314.51996777536,62495.707380485866,6.6289561514558635,3.1993956341812666,1500.0,90800.0
km,fuel,age,price
0.52300,-1,0.42853,0.08846
-1.3389,-1,-1.7593,0.35162
0.44299,-1,0.42853,0.10078
0.95503,-1,0.11597,0.07726
0.98703,-1,1.05365,0.06159
-0.1650,-1,0.11597,0.08622
1.43666,-1,1.99132,0.06718
-1.2593,-1,-0.8217,0.24064
2.28312,-1,1.67876,0.05599
-0.5810,-1,-0.8217,0.20694
-1.4451,1,-1.4468,0.46248
-0.8050,-1,-1.1342,0.15677
-1.0611,-1,-0.8217,0.18365
1.60558,-1,0.42853,0.07838
0.33099,-1,-0.5091,0.16573
-0.1970,-1,-0.1965,0.11758
1.24305,-1,1.99132,0.04927
0.90702,-1,0.11597,0.07054
1.03503,-1,0.42853,0.11758
0.10697,-1,-0.8217,0.16226
0.63501,-1,0.42853,0.08286
-0.4530,-1,-0.5091,0.17917
-1.3038,-1,-0.8217,0.17133
-1.2371,-1,-1.4468,0.21836
0.08297,-1,0.42853,0.09742
0.65101,-1,0.74109,0.07267
-1.1486,-1,-1.4468,0.30683
0.19178,-1,0.11597,0.08947
-0.2770,1,1.99132,0.05711
1.72308,-1,1.05365,0.08398
-1.4195,-1,-1.1342,0.23404
-1.2211,-1,-0.5091,0.18812
1.35506,-1,0.42853,0.06718
0.60300,-1,0.74109,0.08174
-1.3974,-1,-1.7593,0.35873
0.36299,-1,0.42853,0.08387
1.16304,-1,1.05365,0.03359
-0.5490,-1,-1.1342,0.22956
-1.2531,-1,-1.4468,0.27435
-1.4051,-1,-1.1342,0.22956
-0.5810,-1,-1.1342,0.14994
0.05897,1,-0.8217,0.26315
1.14704,-1,0.42853,0.06047
-0.8690,-1,-0.8217,0.16125
-1.1468,-1,-1.1342,0.21825
-0.2770,1,0.42853,0.11198
-1.1731,-1,-1.1342,0.21724
-0.8441,-1,-1.1342,0.25194
-1.4750,-1,-1.7593,0.27222
-0.6050,1,-0.5091,0.14557
1.99510,-1,1.05365,0.05599
0.52300,-1,-0.1965,0.11758
-0.3826,-1,-0.1965,0.15106
0.34699,-1,-0.5091,0.13986
0.81102,-1,1.05365,0.06494
1.32305,-1,0.74109,0.08286
-0.4370,-1,0.11597,0.08958
0.28698,-1,0.42853,0.07267
0.62629,-1,1.99132,0.07278
-0.9017,-1,-0.5091,0.22945
-0.1810,1,1.05365,0.16237
0.81102,-1,1.36620,0.05599
0.84302,-1,0.11597,0.07838
0.52300,-1,0.42853,0.08958
1.16304,-1,-0.5091,0.12877
0.02696,1,1.36620,0.06047
-0.4741,-1,-0.1965,0.16237
-1.7145,-1,0.74109,0.09742
-0.1970,-1,-0.8217,0.14893
-0.2859,-1,-1.4468,0.15106
-0.6130,-1,0.74109,0.15676
-0.5249,-1,-0.5091,0.18465
0.60300,-1,0.74109,0.07267
-1.4571,-1,-1.7593,0.34042
0.39499,-1,0.74109,0.14669
1.22705,-1,1.05365,0.07166
-0.1650,1,-0.8217,0.18477
-0.3490,-1,-0.8217,0.14557
1.24305,-1,1.99132,0.08398
0.90702,-1,0.11597,0.11758
0.84302,-1,0.74109,0.07278
0.60300,-1,0.42853,0.11422
-1.4536,1,-1.7593,0.46461
-0.6370,-1,-0.8217,0.26315
-0.1170,1,1.36620,0.08958
-0.9026,1,-0.5091,0.18253
-1.1820,-1,-0.8217,0.19585
0.17097,-1,0.74109,0.08846
-0.7274,-1,-0.8217,0.25072
0.47500,-1,0.74109,0.11646
-1.2211,-1,-1.4468,0.19036
1.62707,-1,1.67876,0.04815
-0.8210,-1,-0.1965,0.20716
0.56300,-1,-0.1965,0.12877
-0.1570,-1,0.74109,0.12877
0.58700,-1,0.74109,0.08510
0.37739,-1,0.42853,0.10078
0.55500,-1,0.42853,0.10627
1.05884,-1,0.74109,0.08286
-1.7011,-1,-2.0719,0.45240
-0.0178,-1,0.42853,0.12318
0.58700,-1,-0.5091,0.15666
1.22705,-1,0.74109,0.09182
1.49907,-1,1.05365,0.05263
0.76302,-1,1.36620,0.07838
-1.6291,-1,-1.7593,0.37402
0.63693,-1,0.74109,0.07267
-0.5330,1,-0.8217,0.27995
0.01096,-1,-0.8217,0.15106
-0.5330,1,0.74109,0.11758
0.66701,1,0.74109,0.08846
-1.4892,-1,-1.7593,0.24927
0.28298,-1,0.11597,0.13437
-1.2211,-1,-1.1342,0.25195
-1.7169,-1,-2.0719,0.31802
-0.9410,-1,-1.4468,0.18477
-1.3651,-1,-1.4468,0.28443
-1.3392,1,0.11597,0.13986
-0.2890,-1,0.11597,0.11422
-0.1405,-1,0.42853,0.11198
0.52300,-1,0.74109,0.11198
-0.6290,-1,0.11597,0.13437
1.27505,-1,1.05365,0.06998
-0.2610,-1,-0.1965,0.10638
0.41099,-1,0.11597,0.13437
1.32305,-1,1.36620,0.05263
-1.3432,-1,-1.7593,0.33023
3.88323,-1,1.67876,0.02687
-1.2897,-1,-0.5091,0.21601
0.76302,-1,-0.5091,0.14557
1.01903,-1,0.74109,0.06159
1.16304,-1,0.74109,0.06147
0.28298,-1,1.67876,0.08230
-0.5810,-1,0.11597,0.10414
-0.6738,-1,0.11597,0.11746
0.65101,-1,0.74109,0.07054
-0.2290,-1,-0.1965,0.13437
0.45899,1,0.74109,0.06047
-0.8850,-1,0.74109,0.16226
-0.4386,-1,-0.8217,0.18365
0.63501,-1,0.74109,0.08062
-1.3603,-1,0.74109,0.06718
0.08777,-1,-0.1965,0.13997
0.29719,-1,-0.5091,0.12866
0.68301,-1,0.42853,0.12206
0.52300,-1,-0.1965,0.08958
0.18698,-1,1.36620,0.10627
0.85902,-1,1.05365,0.05711
-0.1330,-1,-0.8217,0.13426
-0.9170,-1,-1.7593,0.11646
-0.5762,-1,-1.1342,0.15453
-0.7130,-1,0.74109,0.15005
0.66701,-1,0.11597,0.15106
1.83509,-1,1.36620,0.04479
-1.1571,-1,-1.4468,0.22620
0.39499,-1,1.05365,0.10526
-1.3283,1,-1.7593,0.30683
0.34699,-1,-0.1965,0.11758
-1.4598,-1,-1.7593,0.22396
0.58700,1,1.05365,0.07614
0.82702,1,0.74109,0.06159
0.41899,-1,0.74109,0.15677
-1.5091,1,-1.4468,0.28555
0.06857,-1,0.74109,0.15666
2.15511,-1,1.36620,0.02799
-0.0210,1,1.05365,0.08174
-0.2430,-1,0.11597,0.12318
1.82549,-1,0.74109,0.04367
-0.7410,-1,-0.8217,0.13437
0.84302,-1,1.05365,0.07278
-0.8852,-1,-1.1342,0.16226
0.04297,-1,0.11597,0.10638
-1.4131,1,-1.7593,0.25083
-0.7161,-1,-0.8217,0.14622
0.61901,-1,0.74109,0.07278
-0.2770,-1,-0.5091,0.16237
1.56307,-1,1.05365,0.05711
0.68301,-1,1.05365,0.06147
-1.1120,-1,-1.1342,0.17905
-0.8370,-1,-1.1342,0.14221
1.05103,-1,0.42853,0.11758
-0.3570,-1,-0.5091,0.16125
1.62707,-1,0.74109,0.07278
0.58700,-1,-0.8217,0.12318
0.33099,-1,0.74109,0.09462
-1.0771,-1,-0.5091,0.17357
0.71501,-1,0.74109,0.07838
-1.5431,-1,-1.7593,0.26203
-0.9522,-1,-1.4468,0.20705
-1.7144,-1,-0.5091,0.13325
0.41899,-1,0.42853,0.08286
-0.6450,1,-0.5091,0.19372
-0.5618,-1,0.42853,0.12877
1.40306,-1,0.74109,0.06718
0.09097,-1,0.42853,0.15005
-0.1650,-1,1.36620,0.12877
-0.9250,-1,-1.1342,0.24076
-1.3971,-1,-1.7593,0.22844
1.73908,-1,1.67876,0.05599
-0.2450,-1,-0.1965,0.14893
-1.1891,-1,-1.4468,0.23516
1.24305,-1,1.05365,0.08286
0.89902,-1,1.36620,0.07278
0.77902,-1,0.42853,0.06718
-0.3410,-1,-0.5091,0.16786
-0.0622,-1,0.42853,0.08958
1.96310,-1,0.42853,0.08622
-0.1810,1,0.11597,0.08286
-0.7285,-1,-1.1342,0.18365
-0.5490,1,0.74109,0.26315
-1.4291,-1,-1.4468,0.31354
-0.7498,-1,-0.1965,0.18465
0.89102,-1,1.36620,0.08958
-0.3010,-1,-0.1965,0.13426
-0.2130,-1,0.74109,0.10638
-0.8867,-1,-1.1342,0.20705
-0.6370,-1,-0.8217,0.16013
-0.7570,-1,0.11597,0.14501
0.76302,-1,0.74109,0.10638
0.65101,-1,0.74109,0.07614
-0.6610,1,-1.1342,0.13314
-0.9650,-1,-0.8217,0.16797
0.20298,-1,0.42853,0.10078
-1.2589,-1,-1.4468,0.24636
1.41426,-1,1.67876,0.05599
-0.9490,-1,-1.1342,0.26651
-0.2130,-1,-0.5091,0.15117
-0.1490,-1,0.74109,0.10637
-0.6770,-1,-0.8217,0.15117
-0.9290,-1,-1.1342,0.23516
0.71501,-1,0.74109,0.08051
0.31498,-1,0.11597,0.10638
0.58700,-1,-0.5091,0.11746
0.04297,-1,-0.5091,0.14893
1.22705,-1,0.74109,0.06718
0.47500,-1,0.11597,0.10078
0.13737,-1,-0.8217,0.16226
0.60300,1,1.67876,0.07278
0.52300,-1,0.11597,0.08958
-0.9068,1,-0.1965,0.16226
0.28298,-1,1.05365,0.08958
-0.1170,-1,0.42853,0.13437
0.25098,-1,-0.5091,0.12318
1.05103,-1,0.74109,0.07054
0.28458,-1,-0.5091,0.15677
-1.3100,-1,-1.7593,0.29673
-0.8850,-1,-1.1342,0.24524
-1.1091,-1,-1.4468,0.23840
-0.5970,-1,-0.8217,0.22396
-1.2451,-1,-1.1342,0.19484
-1.4562,1,0.11597,0.22956
0.60300,-1,0.11597,0.08958
-0.3092,-1,-1.1342,0.20604
0.37899,-1,0.74109,0.10078
-1.1290,-1,-1.1342,0.18365
-0.9806,-1,-1.1342,0.26181
0.36771,-1,1.05365,0.07827
-0.7730,-1,-0.5091,0.19316
-0.7202,-1,-0.5091,0.16797
-1.4227,-1,-1.4468,0.25083
0.57100,1,1.36620,0.07614
-0.3250,-1,-0.1965,0.15621
0.36299,-1,-0.1965,0.08958
-0.8050,1,-0.8217,0.14893
1.16304,-1,1.36620,0.06931
-0.3570,-1,0.11597,0.12318
0.76302,-1,-0.1965,0.08958
0.93903,-1,1.05365,0.07278
-0.1330,-1,-0.5091,0.14893
1.08304,-1,0.42853,0.07838
0.21613,-1,0.11597,0.10615
-0.8048,-1,-0.8217,0.22945
-1.7153,-1,0.42853,0.12318
0.15497,-1,0.11597,0.12318
-0.0210,1,-0.8217,0.27883
-0.1970,1,0.42853,0.13997
-0.5358,-1,-0.8217,0.16226
1.62707,-1,0.42853,0.05923
-0.2770,1,1.99132,0.06047
-0.1490,-1,-0.5091,0.13661
1.05103,1,1.36620,0.04591
1.30705,-1,0.74109,0.06157
-1.6851,-1,-2.0719,0.30330
-0.7090,-1,-1.1342,0.15005
-1.0931,-1,-1.1342,0.19283
-1.6101,1,-1.7593,0.55419
0.76302,-1,0.74109,0.08622
0.39499,1,1.36620,0.07278
1.40306,-1,0.42853,0.05263
0.55500,-1,0.74109,0.12318
0.90702,-1,1.36620,0.08734
-0.9170,-1,-0.8217,0.25755
1.93110,-1,0.74109,0.06147
-0.6346,-1,-1.1342,0.22833
0.44299,-1,1.99132,0.07278
-0.3474,-1,-0.1965,0.14389
0.90702,-1,-0.8217,0.11646
0.30698,1,1.36620,0.03359
1.96310,-1,1.05365,0.02687
-0.0462,-1,-0.1965,0.11075
-1.5411,1,-1.7593,0.38073
-1.0451,-1,-0.8217,0.15005
0.13897,-1,0.74109,0.08958
0.52300,-1,0.74109,0.08958
-0.6072,-1,-1.1342,0.19484
1.08304,-1,0.74109,0.10526
-0.6957,-1,-0.5091,0.16226
0.97103,-1,1.36620,0.05823
0.04297,-1,0.42853,0.17133
-1.3139,-1,-1.4468,0.24064
0.60300,-1,0.42853,0.07166
-0.7224,-1,-1.1342,0.16226
1.00303,-1,0.11597,0.09518
-0.8738,-1,0.42853,0.10078
1.27505,-1,0.74109,0.08510
2.10711,-1,1.67876,0.03919
0.41099,-1,0.11597,0.09518
-0.8978,-1,-0.5091,0.19585
-0.9650,1,-1.1342,0.25083
-1.1891,-1,0.11597,0.12877
-0.1490,-1,0.42853,0.13661
-0.8850,-1,-0.8217,0.17357
-1.2291,-1,-1.4468,0.28544
-0.7170,-1,-0.8217,0.16110
1.53107,-1,1.67876,0.04143
1.07990,-1,1.05365,0.07267
-0.9202,-1,-0.8217,0.13986
-0.6770,-1,0.11597,0.11198
0.01096,-1,-0.8217,0.16237
0.41099,-1,0.74109,0.08387
-0.4370,-1,0.11597,0.10526
-0.3218,1,0.11597,0.08846
-0.4530,1,-0.8217,0.34042
-0.4850,-1,-0.5091,0.13997
0.67501,-1,1.36620,0.08062
-0.0690,-1,-0.5091,0.12866
-0.9650,1,-0.5091,0.13773
1.77108,-1,1.36620,0.05599
0.47500,1,0.74109,0.12306
-0.1810,-1,-0.5091,0.17917
0.46699,-1,0.74109,0.13885
-0.1170,1,1.67876,0.06147
-1.5891,-1,-1.7593,0.23964
2.04310,-1,1.67876,0.03807
0.28298,-1,1.05365,0.10078
0.28298,-1,0.74109,0.08790
0.88942,-1,1.36620,0.15117
0.63501,-1,0.74109,0.08174
-1.0431,1,-0.8217,0.31567
0.52300,1,1.05365,0.13986
-0.8210,-1,-0.1965,0.15005
0.27658,-1,-0.1965,0.09406
0.63501,-1,1.05365,0.05599
0.47500,-1,-0.8217,0.13213
-0.2002,-1,0.11597,0.12038
-1.4270,1,-1.7593,0.24064
-0.8634,-1,-1.1342,0.16125
-0.2338,-1,-0.8217,0.19876
-0.5170,-1,-0.5091,0.16573
-0.3570,1,0.74109,0.07054
0.52540,-1,0.74109,0.07838
0.20298,-1,-0.1965,0.08958
0.85902,-1,0.42853,0.07267
-1.0531,-1,-0.8217,0.17905
-0.9232,-1,-1.1342,0.19484
1.16304,-1,0.42853,0.10526
-0.4546,-1,-0.1965,0.12653
0.23498,-1,-1.4468,0.10078
-0.9650,-1,-0.8217,0.23964
1.19824,-1,0.42853,0.06718
-1.3335,-1,-1.7593,0.26203
-1.0589,-1,-0.5091,0.18353
0.74701,-1,-0.8217,0.11534
-0.8368,-1,-0.8217,0.15106
-1.4771,-1,-1.4468,0.25755
2.36312,-1,0.74109,0.04703
1.21105,-1,0.42853,0.06159
-0.6529,-1,-0.8217,0.16461
-1.5088,-1,-0.8217,0.20604
-1.0771,-1,-1.4468,0.17917
-0.5090,-1,-1.1342,0.15106
1.33905,-1,1.05365,0.06662
-0.2130,-1,1.05365,0.14893
1.05904,-1,0.42853,0.09966
0.61420,-1,1.05365,0.08958
0.27498,-1,0.11597,0.10526
-1.3107,-1,-1.4468,0.29339
-1.4656,1,-1.7593,0.32474
0.02696,-1,0.11597,0.15106
0.65101,-1,-0.1965,0.12866
-0.1862,-1,0.11597,0.16226
-0.5957,-1,0.11597,0.10627
0.89102,-1,0.74109,0.07278
2.81116,-1,1.67876,0.05039
0.24460,-1,0.74109,0.08958
0.79502,-1,1.05365,0.08286
1.16304,-1,1.05365,0.08286
-0.9394,-1,-1.4468,0.27883
-0.5778,-1,-0.1965,0.15117
3.14718,-1,1.99132,0.03023
-0.8690,-1,-0.8217,0.26315
-0.6314,-1,-0.5091,0.18465
-0.5298,-1,-0.8217,0.27424
-0.2610,-1,0.11597,0.11422
-0.7570,-1,-0.8217,0.24076
